latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
16.7984,102.3283,343.4,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,301.7,8.6,D
16.62104,101.13612,332.1,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,301.7,2.4,D
16.99746,103.3763,331.5,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,300.4,2.1,D
16.66129,101.17146,334.2,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,301.8,2.2,D
16.66466,101.17088,333.9,0.4,0.37,2021-01-02,0618,1,low,2.0NRT,304.4,2.2,D
16.55462,100.33403,333.5,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,299.8,3.2,D
17.26198,104.37316,337.4,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,300.6,2.6,D
16.2716,98.13661,328.3,0.55,0.43,2021-01-02,0618,1,nominal,2.0NRT,297.9,2.9,D
17.27114,104.34069,332.6,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,299.1,2.1,D
16.94939,101.92151,334.4,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,298.8,2.1,D
17.2768,103.98644,332.7,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,299.1,1.3,D
16.47822,98.94784,338,0.5,0.41,2021-01-02,0618,1,nominal,2.0NRT,297.6,10.8,D
16.4774,98.94306,336.4,0.5,0.41,2021-01-02,0618,1,nominal,2.0NRT,298.5,10.6,D
16.66715,99.86788,332.9,0.45,0.39,2021-01-02,0618,1,nominal,2.0NRT,301.7,2.2,D
17.53665,105.31812,331.9,0.44,0.38,2021-01-02,0618,1,nominal,2.0NRT,296.3,7.4,D
17.53716,105.31854,338.9,0.44,0.38,2021-01-02,0618,1,nominal,2.0NRT,296.4,7.9,D
16.80956,100.48154,332.6,0.42,0.38,2021-01-02,0618,1,low,2.0NRT,303.3,9.8,D
16.33981,97.63638,330.1,0.39,0.44,2021-01-02,0618,1,low,2.0NRT,304.2,4.2,D
17.27361,103.27118,340.6,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,304.7,12.9,D
15.97731,95.63789,340.3,0.53,0.5,2021-01-02,0618,1,nominal,2.0NRT,300.5,5.1,D
16.45832,97.86535,333.3,0.57,0.43,2021-01-02,0618,1,low,2.0NRT,303.6,4.5,D
17.28479,102.84897,336.2,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,300.2,3,D
16.91806,100.47839,333.6,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,300.7,5.2,D
16.91741,100.47441,337.2,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,305.2,5.5,D
16.92557,100.48109,333.2,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,302.2,4.9,D
16.50864,97.83212,328.2,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,302,2.7,D
16.48604,97.70538,340.1,0.39,0.44,2021-01-02,0618,1,nominal,2.0NRT,303,3.3,D
16.96275,100.40611,332.9,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,300,2.6,D
16.57412,97.85771,333.9,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,306,3,D
16.57805,97.85696,333.4,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,302.9,3,D
16.56797,97.79896,342.3,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,304.8,16.6,D
16.98951,100.28721,343,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.3,5.4,D
16.57191,97.79821,335.2,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,303,10.4,D
16.98719,100.23891,333.4,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,303.1,3.3,D
16.57294,97.85558,332.3,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,307,3.9,D
16.57687,97.85483,334.8,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,303.9,4.2,D
16.5664,97.79694,343.7,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,302.7,13.2,D
16.57034,97.79619,340.8,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,303.8,13.2,D
17.01024,100.29205,344,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.8,5.7,D
16.98641,100.14852,332.5,0.43,0.38,2021-01-02,0618,1,low,2.0NRT,305.2,5,D
16.57918,97.79997,331.8,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,301,6.1,D
16.58597,97.81504,337.5,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,307.4,5.1,D
16.69801,98.42195,334.2,0.52,0.42,2021-01-02,0618,1,nominal,2.0NRT,303.3,4.6,D
16.59479,97.81882,338.2,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,304.9,16.9,D
16.59967,97.82333,338.4,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,302.2,5.6,D
16.59872,97.81806,346.6,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,303.8,16.9,D
16.5819,97.70145,338.1,0.39,0.44,2021-01-02,0618,1,nominal,2.0NRT,302.2,3,D
16.58126,97.69788,335.4,0.39,0.44,2021-01-02,0618,1,nominal,2.0NRT,303.6,3,D
16.60865,97.80527,332.9,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,304.4,5.7,D
17.70567,104.63945,336.9,0.42,0.37,2021-01-02,0618,1,nominal,2.0NRT,302.7,3.7,D
17.40766,102.53767,330.7,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,301.4,1.7,D
17.4241,102.57912,337.6,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,303.5,4.3,D
17.0659,100.24129,340.5,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,305.4,3.1,D
16.64386,97.63397,339.3,0.39,0.44,2021-01-02,0618,1,nominal,2.0NRT,299.2,3.5,D
16.64597,97.63367,339.2,0.39,0.44,2021-01-02,0618,1,nominal,2.0NRT,298.6,2.6,D
17.70722,104.01042,342.7,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,301.5,4.7,D
17.70668,104.00667,332.2,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,300.8,4.7,D
16.733,97.93609,332.8,0.56,0.43,2021-01-02,0618,1,nominal,2.0NRT,301.6,5.6,D
16.19728,94.98061,328.8,0.58,0.52,2021-01-02,0618,1,low,2.0NRT,299.5,3.3,D
16.19996,94.96891,337,0.58,0.52,2021-01-02,0618,1,nominal,2.0NRT,300.5,4.5,D
17.74401,104.05074,330.5,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,297.4,2.6,D
16.73651,97.5641,341.5,0.39,0.44,2021-01-02,0618,1,nominal,2.0NRT,304.1,2.8,D
16.60888,96.51061,340.1,0.46,0.47,2021-01-02,0618,1,nominal,2.0NRT,305.4,7.2,D
17.09442,99.18987,327.7,0.47,0.4,2021-01-02,0618,1,nominal,2.0NRT,300.4,2.8,D
16.97157,98.44939,330.3,0.52,0.41,2021-01-02,0618,1,nominal,2.0NRT,301.7,3.1,D
17.60526,102.25323,331.2,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,298.5,3.3,D
17.60471,102.24964,330.2,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,302.3,3.3,D
16.56337,96.06828,331.7,0.49,0.48,2021-01-02,0618,1,nominal,2.0NRT,300.3,3.8,D
16.57437,96.10332,330.7,0.49,0.48,2021-01-02,0618,1,nominal,2.0NRT,301.6,3.4,D
17.35925,100.21089,337.3,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,303.3,2.3,D
17.20301,99.27505,335.8,0.47,0.4,2021-01-02,0618,1,nominal,2.0NRT,301,4,D
17.36812,100.22164,349.5,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,309.4,24.9,D
17.37158,100.22112,345.7,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,301.8,10.5,D
16.53328,95.26923,336.6,0.55,0.51,2021-01-02,0618,1,nominal,2.0NRT,299.4,5.4,D
18.03193,104.32798,333,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,300.1,13.4,D
17.41876,100.2494,327.7,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,301.1,2,D
16.53184,95.2721,333.7,0.55,0.51,2021-01-02,0618,1,nominal,2.0NRT,298.9,3.5,D
16.63332,95.6496,329.6,0.52,0.5,2021-01-02,0618,1,nominal,2.0NRT,298.1,2.1,D
18.1129,104.55346,343.2,0.42,0.37,2021-01-02,0618,1,nominal,2.0NRT,302.9,7,D
17.51871,100.36932,333.3,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,302.4,2.3,D
17.52589,100.34846,326.5,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,299.5,2.1,D
17.96331,103.07227,330.1,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,301.8,2.2,D
17.54585,100.38461,333.5,0.42,0.38,2021-01-02,0618,1,low,2.0NRT,306.6,4.2,D
17.53981,100.32542,347.1,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.9,6.4,D
17.54386,100.32862,340.2,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,303.7,8.4,D
17.54323,100.32472,332.3,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,301.5,6.4,D
17.54354,100.32938,344.7,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,302.4,5.3,D
17.54289,100.32544,341.7,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,302.1,4.3,D
17.53586,100.26173,333,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.7,4.9,D
17.53995,100.26505,330.8,0.42,0.38,2021-01-02,0618,1,low,2.0NRT,304.1,5.1,D
17.5393,100.26112,332.6,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,305.2,7.4,D
17.51808,100.04784,336.9,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.5,4.3,D
17.94753,102.73793,336.7,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,301.5,4.7,D
18.04055,103.27199,338.6,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,298.9,3.3,D
17.58446,100.34214,332.1,0.42,0.38,2021-01-02,0618,1,low,2.0NRT,304,3.4,D
17.5422,100.06416,350.6,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,305.3,8.1,D
16.90926,96.31831,330.4,0.46,0.47,2021-01-02,0618,1,low,2.0NRT,303.3,3.8,D
17.58674,100.1834,333.5,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.3,3.2,D
17.58609,100.17944,334.1,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.9,3.7,D
17.03803,96.76083,329.9,0.43,0.46,2021-01-02,0618,1,low,2.0NRT,304.1,2.3,D
17.61193,100.07638,341.2,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,303.4,5.4,D
17.61042,100.07706,328.9,0.43,0.38,2021-01-02,0618,1,low,2.0NRT,302.4,5.3,D
17.03476,96.76197,339.5,0.43,0.46,2021-01-02,0618,1,nominal,2.0NRT,304.7,2.1,D
16.93294,95.98246,340.6,0.49,0.48,2021-01-02,0618,1,nominal,2.0NRT,301.3,7.2,D
18.12197,102.9977,346.2,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,303.3,8.4,D
18.02138,102.24165,332.3,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,300.1,4.6,D
16.93727,95.85916,337.3,0.5,0.49,2021-01-02,0618,1,nominal,2.0NRT,300.3,4.4,D
18.14228,103.02041,332.8,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,299.1,2.9,D
16.78016,94.92613,328.4,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,301.5,4.5,D
18.10619,102.68918,329.2,0.38,0.36,2021-01-02,0618,1,low,2.0NRT,303,1.9,D
16.78588,94.93044,332.5,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,300.2,3.1,D
16.96721,95.87206,340.7,0.49,0.49,2021-01-02,0618,1,nominal,2.0NRT,301.4,5.4,D
16.7976,94.96638,340.1,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,299.2,8.6,D
18.12699,102.73753,334.8,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,302.3,2,D
18.15751,102.87321,330.8,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,297.6,2.6,D
18.15697,102.8696,332.9,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,298.8,4.4,D
16.97086,95.87244,332.8,0.49,0.49,2021-01-02,0618,1,nominal,2.0NRT,300.2,4.6,D
16.78748,94.9326,329.9,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,298.3,3.9,D
18.12502,102.56348,333.9,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,300.3,2.7,D
16.79842,94.96319,346.7,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,301.5,11.6,D
18.1641,102.80106,329.4,0.39,0.36,2021-01-02,0618,1,low,2.0NRT,302.1,3.1,D
16.80519,94.9727,330.4,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,301.5,4.1,D
18.16686,102.79691,338.5,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,302.5,3.1,D
18.3667,104.1462,326.3,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,295,5.5,D
18.36614,104.14223,343.7,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,296.8,5.5,D
18.38151,104.22645,332.9,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,302.2,3.7,D
18.36952,104.14165,347.2,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,297.2,5.5,D
18.37794,104.15216,328.9,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,294.1,6.4,D
17.00784,95.89802,332.4,0.49,0.49,2021-01-02,0618,1,nominal,2.0NRT,299.5,4.9,D
16.82971,94.97308,330.1,0.57,0.52,2021-01-02,0618,1,low,2.0NRT,300.1,6.5,D
18.9818,108.80513,335.9,0.47,0.48,2021-01-02,0618,1,nominal,2.0NRT,297.9,6,D
18.38026,104.14409,330.2,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,296.9,3.2,D
17.09412,96.33157,330.4,0.46,0.47,2021-01-02,0618,1,low,2.0NRT,303.4,2.4,D
16.82622,94.93008,347.2,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,300.7,8.4,D
16.80754,94.8345,339.7,0.58,0.52,2021-01-02,0618,1,nominal,2.0NRT,298.9,7.3,D
18.38474,104.15122,340,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,301.6,29.1,D
18.33545,103.80666,334.8,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,301.2,3.3,D
17.08993,96.26157,331.8,0.46,0.47,2021-01-02,0618,1,low,2.0NRT,304.2,5.5,D
17.09503,96.265,345.6,0.46,0.47,2021-01-02,0618,1,nominal,2.0NRT,303.2,6,D
16.83007,94.87421,340.5,0.58,0.52,2021-01-02,0618,1,nominal,2.0NRT,301.1,3.3,D
17.09853,96.25984,329.4,0.46,0.47,2021-01-02,0618,1,low,2.0NRT,302.2,1.7,D
16.78625,94.62382,334.4,0.6,0.53,2021-01-02,0618,1,nominal,2.0NRT,299.4,3.3,D
16.79857,94.66138,337.8,0.6,0.53,2021-01-02,0618,1,nominal,2.0NRT,300.2,4.9,D
18.34973,103.73927,337.5,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,301.5,3.6,D
16.86187,94.9117,349.7,0.57,0.52,2021-01-02,0618,1,nominal,2.0NRT,300.5,9.2,D
18.48183,104.29352,340.2,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,297,4.3,D
18.32923,103.18293,338.7,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,302.8,6.7,D
18.28123,102.65553,325.3,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,297.4,0.9,D
18.49752,104.01275,334.1,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,300.2,2.9,D
18.54716,104.28745,341.3,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,298.5,4.1,D
17.18097,95.94871,333.8,0.48,0.48,2021-01-02,0618,1,nominal,2.0NRT,301.5,5.1,D
18.55057,104.28693,342.4,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,303.7,6,D
18.49692,103.8887,326.4,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,297.1,0.8,D
18.42872,103.3508,335.1,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,299.7,2.6,D
17.37024,96.86391,330.3,0.42,0.45,2021-01-02,0618,1,low,2.0NRT,304.2,1.9,D
18.11873,101.29188,329.9,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,300,2.3,D
19.1856,108.93925,345.5,0.48,0.48,2021-01-02,0618,1,nominal,2.0NRT,299.8,7.1,D
18.50354,103.76833,333.8,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,304.1,2.8,D
18.59515,104.37924,331.5,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,299.1,3.9,D
18.59474,104.37581,331,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,299.2,4.4,D
17.2202,95.868,330.3,0.49,0.49,2021-01-02,0618,1,nominal,2.0NRT,301.2,3,D
17.27355,96.00599,339.6,0.48,0.48,2021-01-02,0618,1,nominal,2.0NRT,300.5,9.6,D
17.25762,95.92117,337.5,0.48,0.48,2021-01-02,0618,1,nominal,2.0NRT,301.5,3.3,D
17.94335,99.59549,326,0.44,0.39,2021-01-02,0618,1,low,2.0NRT,298.2,3.5,D
18.46218,102.75456,335.5,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,297.2,4.3,D
18.48347,102.75826,327.7,0.39,0.36,2021-01-02,0618,1,low,2.0NRT,298.1,3.4,D
17.49291,96.76347,341.1,0.42,0.46,2021-01-02,0618,1,nominal,2.0NRT,304.7,3.3,D
17.44813,96.52285,341.9,0.44,0.46,2021-01-02,0618,1,nominal,2.0NRT,304.1,49.2,D
17.45309,96.52609,340,0.44,0.46,2021-01-02,0618,1,nominal,2.0NRT,300.8,24.9,D
17.43419,96.18746,339.4,0.46,0.47,2021-01-02,0618,1,nominal,2.0NRT,298.2,5.8,D
19.57689,110.78491,327.6,0.32,0.55,2021-01-02,0618,1,nominal,2.0NRT,290.8,2.1,D
18.44002,102.06992,345.4,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,298.7,4.1,D
17.54489,96.69567,333.9,0.43,0.46,2021-01-02,0618,1,nominal,2.0NRT,303.8,3.7,D
18.00359,99.23808,328.8,0.46,0.39,2021-01-02,0618,1,nominal,2.0NRT,298.6,2.1,D
18.15331,100.12449,333.6,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,305.8,2.2,D
18.15674,100.12387,334.1,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.1,2.2,D
17.45105,95.98262,331.3,0.48,0.48,2021-01-02,0618,1,nominal,2.0NRT,298.4,5.6,D
17.6052,96.73379,331.3,0.42,0.46,2021-01-02,0618,1,nominal,2.0NRT,303.6,2.7,D
17.47919,95.81899,340.5,0.49,0.48,2021-01-02,0618,1,nominal,2.0NRT,301.5,4.9,D
18.24104,99.78857,331.5,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,300.5,4,D
17.71943,96.66939,339.8,0.43,0.46,2021-01-02,0618,1,nominal,2.0NRT,300.7,4.8,D
17.72357,96.66856,341.1,0.43,0.46,2021-01-02,0618,1,nominal,2.0NRT,303.6,4.8,D
17.73528,96.66211,334.7,0.43,0.46,2021-01-02,0618,1,nominal,2.0NRT,302.6,2.2,D
18.2522,99.59695,344.5,0.44,0.38,2021-01-02,0618,1,nominal,2.0NRT,301.7,7,D
18.30185,99.83167,331,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,298.6,2.3,D
18.35191,100.09372,335.5,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,298.1,4.4,D
18.70304,102.28021,334.3,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,303.3,3.7,D
18.31438,99.82098,336.3,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,300.6,3.8,D
18.70963,102.27911,326.2,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,295.2,1,D
18.93624,103.78374,333.7,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,298.1,4.5,D
18.3375,99.87507,339.1,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,303.2,8.9,D
18.33969,99.87547,334.8,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,301.4,7.9,D
18.85016,103.1031,332.9,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,301.8,5.2,D
18.84964,103.09955,346.7,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,302.2,5.2,D
19.01344,104.17137,334.3,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,297.6,6.1,D
18.36736,99.87038,337.6,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,300.6,2.8,D
19.01471,103.8624,343.1,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,292.1,5.2,D
18.97216,103.54313,330.9,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,297.8,3.5,D
18.96904,103.49799,327.6,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,300.7,2,D
17.82903,96.50743,339.8,0.44,0.46,2021-01-02,0618,1,nominal,2.0NRT,300.6,5.4,D
18.41304,99.75805,342.5,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,300.8,3.9,D
18.34812,99.34389,331.9,0.45,0.39,2021-01-02,0618,1,nominal,2.0NRT,300.6,1.8,D
17.72234,95.73404,342.4,0.49,0.49,2021-01-02,0618,1,nominal,2.0NRT,303.1,8.8,D
18.51073,100.14249,333.4,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,304.4,3.2,D
17.72102,95.73116,339.7,0.49,0.48,2021-01-02,0618,1,nominal,2.0NRT,302.8,8.3,D
19.11928,104.10438,348.2,0.41,0.37,2021-01-02,0618,1,nominal,2.0NRT,297.9,7.8,D
18.22441,98.41994,330.5,0.5,0.41,2021-01-02,0618,1,nominal,2.0NRT,298.6,6.3,D
19.06747,103.52371,330.4,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,298.7,3.7,D
18.23607,98.31105,327.9,0.51,0.41,2021-01-02,0618,1,nominal,2.0NRT,300,2.4,D
19.83811,109.41475,343.9,0.53,0.5,2021-01-02,0618,1,nominal,2.0NRT,294.3,6.8,D
19.04991,103.33233,334,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,302.9,3.2,D
18.2763,98.36566,326.4,0.5,0.41,2021-01-02,0618,1,low,2.0NRT,300.7,3.6,D
18.53242,99.86583,332.4,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,297.9,3.3,D
18.99299,102.74024,335.1,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,295.3,2.7,D
19.1163,103.48351,333.7,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,292.1,2.4,D
19.11575,103.47973,327.5,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,293.9,2.4,D
18.29409,98.2902,329.7,0.51,0.41,2021-01-02,0618,1,low,2.0NRT,304.2,4.2,D
19.11888,103.48313,327.4,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,294.3,3.9,D
19.11782,103.47578,326.8,0.4,0.37,2021-01-02,0618,1,nominal,2.0NRT,294.7,1.9,D
18.29571,98.29224,328,0.51,0.41,2021-01-02,0618,1,nominal,2.0NRT,301.5,3,D
18.32339,98.2963,341.6,0.51,0.41,2021-01-02,0618,1,nominal,2.0NRT,300.6,7.6,D
18.338,98.31384,326.1,0.5,0.41,2021-01-02,0618,1,nominal,2.0NRT,298.7,1.4,D
19.13171,103.05707,337,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,296.7,8.1,D
17.84786,95.21156,332.8,0.53,0.5,2021-01-02,0618,1,nominal,2.0NRT,302.2,2.7,D
18.71973,99.63703,329.8,0.43,0.38,2021-01-02,0618,1,low,2.0NRT,299.9,3.8,D
18.71906,99.63293,326.1,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,300,2.2,D
18.72321,99.63638,334.8,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,300.6,3.8,D
18.72735,99.63979,329.8,0.43,0.38,2021-01-02,0618,1,nominal,2.0NRT,299.6,2.7,D
19.21411,102.72141,346,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,295,5.3,D
19.21686,102.71722,331.9,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,296.7,4.2,D
18.80232,100.05505,326.3,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,297.8,2.1,D
18.79932,99.95348,332,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,301.7,6.8,D
19.23924,102.70512,334,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,304.9,4.1,D
19.58352,105.09489,340.3,0.45,0.39,2021-01-02,0618,1,nominal,2.0NRT,297,14,D
18.5717,98.35934,327.3,0.5,0.41,2021-01-02,0618,1,nominal,2.0NRT,300.5,3,D
18.84073,99.92567,330.6,0.42,0.38,2021-01-02,0618,1,nominal,2.0NRT,299.4,2.3,D
19.28385,102.66434,337.2,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,295.1,5.2,D
18.81939,99.60205,340.8,0.44,0.38,2021-01-02,0618,1,nominal,2.0NRT,298.8,2.5,D
19.5298,104.21521,325.1,0.42,0.37,2021-01-02,0618,1,nominal,2.0NRT,290.4,2.3,D
19.69608,105.38754,328.6,0.46,0.39,2021-01-02,0618,1,nominal,2.0NRT,292.2,2.9,D
19.70088,105.3958,329.6,0.46,0.39,2021-01-02,0618,1,nominal,2.0NRT,292.7,2.2,D
18.4559,97.3204,329.6,0.57,0.43,2021-01-02,0618,1,nominal,2.0NRT,301.2,3.8,D
19.25892,102.06969,332.3,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,298.4,5.4,D
19.41454,103.06682,333.5,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,306.7,1.1,D
18.19286,95.82108,340,0.47,0.48,2021-01-02,0618,1,nominal,2.0NRT,300.4,4.4,D
18.37899,96.60497,335.1,0.42,0.45,2021-01-02,0618,1,nominal,2.0NRT,302.5,2.2,D
18.96463,99.95293,326.8,0.42,0.38,2021-01-02,0618,1,low,2.0NRT,298.6,1.7,D
19.79846,105.51006,333.6,0.47,0.4,2021-01-02,0618,1,nominal,2.0NRT,293.7,3.5,D
19.48489,103.22217,329.6,0.39,0.36,2021-01-02,0618,1,low,2.0NRT,303,2.6,D
19.30766,102.01324,344.4,0.38,0.36,2021-01-02,0618,1,nominal,2.0NRT,292.7,5.1,D
19.47584,103.09082,326.6,0.39,0.36,2021-01-02,0618,1,low,2.0NRT,300.4,2.1,D
19.26794,101.66571,331.8,0.39,0.36,2021-01-02,0618,1,nominal,2.0NRT,300.1,3.3,D
19.76484,104.99434,331.2,0.45,0.39,2021-01-02,0618,1,nominal,2.0NRT,295.5,4.4,D
19.76472,104.99551,340.6,0.45,0.39,2021-01-02,0618,1,nominal,2.0NRT,296.1,6.4,D
19.8004,105.20966,330.7,0.46,0.39,2021-01-02,0618,1,nominal,2.0NRT,294.6,3.7,D
19.80398,105.20911,329.3,0.46,0.39,2021-01-02,0618,1,nominal,2.0NRT,292.4,2,D
